"date","entry_page","visitors","entrances","visit_duration","bounces","pageviews"
"2026-03-20","/destinations/jingdezhen/jingdezhen-travel-guide-china/",1,1,0,1,1
"2026-03-20","/interests/food-drink/quanzhou-travel-guide-china-tips/",1,1,0,1,1
"2026-03-20","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",2,2,0,2,2
"2026-03-20","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-03-21","/destinations/beijing/beijing-hutong-food-guide/",1,1,98,0,2
"2026-03-21","/destinations/chengdu/chengdu-panda-base-guide-china-travel-tips/",1,1,0,1,1
"2026-03-21","/ressources/apps-tech/",1,1,0,1,1
"2026-03-21","/destinations/beijing/",1,1,502,0,7
"2026-03-21","/ressources/transport/harbin-to-china-snow-town-guide/",2,2,0,2,2
"2026-03-21","/",1,1,0,1,1
"2026-03-21","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-03-21","/interests/food-drink/quanzhou-travel-guide-china-tips/",1,1,0,1,1
"2026-03-21","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,0,1,1
"2026-03-21","/destinations/sichuan/china-travel-tips-western-sichuan-guide/",1,1,710,0,9
"2026-03-21","/destinations/chongqing/chongqing-metro-guide-travel-tips/",1,1,0,1,1
"2026-03-21","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",1,1,0,1,1
"2026-03-21","/interests/food-drink/xian-muslim-quarter-food-guide/",2,2,0,2,2
"2026-03-22","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",1,1,0,1,1
"2026-03-22","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",1,1,0,1,1
"2026-03-22","/ressources/apps-tech/china-travel-apps-guide-2026/",4,4,0,4,4
"2026-03-22","/interests/food-drink/xian-night-market-guide-china/",3,3,0,3,3
"2026-03-22","/destinations/hangzhou/hiking-meijiawu-tea-village-hangzhou/",1,1,0,1,1
"2026-03-22","/destinations/beijing/great-wall-china-hiking-guide/",1,1,0,1,1
"2026-03-22","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-03-22","/destinations/hainan/hainan-travel-guide-yanoda-wuzhishan-hiking/",2,2,0,2,2
"2026-03-22","/interests/culture-history/nanxun-water-town-guide-china/",1,1,0,1,1
"2026-03-22","/destinations/jingdezhen/jingdezhen-travel-guide-china/",1,1,0,1,1
"2026-03-22","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,0,1,1
"2026-03-22","/interests/water-towns/wuzhen-vs-tongli-suzhou-water-towns-guide/",5,6,0,6,6
"2026-03-22","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",1,1,0,1,1
"2026-03-22","/interests/food-drink/pingyao-ancient-city-guide/",1,1,0,1,1
"2026-03-23","/interests/water-towns/wuzhen-vs-tongli-suzhou-water-towns-guide/",1,1,0,1,1
"2026-03-23","/ressources/safety/first-time-travel-china-solo-female/",1,1,0,1,1
"2026-03-23","/destinations/shanghai/shanghai-museum-visitor-guide/",1,1,0,1,1
"2026-03-23","/destinations/hangzhou/hiking-meijiawu-tea-village-hangzhou/",3,3,185,2,5
"2026-03-23","/ressources/transport/harbin-to-china-snow-town-guide/",2,2,0,2,2
"2026-03-23","/ressources/budget-logistics/china-trip-cost-budget-2025/",1,1,0,1,1
"2026-03-23","/interests/food-drink/china-travel-tips-chinese-new-year-2026/",1,1,0,1,1
"2026-03-23","/interests/culture-history/songzanlin-monastery-guide-shangri-la/",2,2,0,2,2
"2026-03-23","/destinations/chongqing/chongqing-metro-guide-travel-tips/",1,1,0,1,1
"2026-03-23","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-03-23","/",2,2,0,2,2
"2026-03-23","/ressources/best-time-to-visit/china-travel-tips-festivals-guide/",1,1,0,1,1
"2026-03-23","/destinations/guizhou/china-travel-tips-guizhou-guide/",1,1,0,1,1
"2026-03-23","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,0,1,1
"2026-03-23","/tag/pek/",1,1,0,1,1
"2026-03-23","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-03-23","/tag/gansu/",1,1,0,1,1
"2026-03-24","/tag/144-hour-visa-free-transit/",1,1,0,1,1
"2026-03-24","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",1,1,0,1,1
"2026-03-24","/ressources/money-costs/china-travel-cost-guide-2026/",2,2,0,2,2
"2026-03-24","/ressources/visas-permits/",1,1,0,1,1
"2026-03-24","/ressources/",1,1,0,1,1
"2026-03-24","/destinations/hong-kong/",1,1,0,1,1
"2026-03-24","/tag/meijiawu-tea-village/",1,1,0,1,1
"2026-03-24","/interests/",1,1,0,1,1
"2026-03-24","/tag/zhajiangmian/",1,1,0,1,1
"2026-03-24","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",6,7,0,7,7
"2026-03-24","/destinations/beijing/beijing-hutong-food-guide/",2,2,0,2,2
"2026-03-24","/tag/beijing-travel/",1,1,0,1,1
"2026-03-24","/destinations/",1,1,0,1,1
"2026-03-24","/destinations/tibet/",1,1,0,1,1
"2026-03-24","/destinations/shanghai/shanghai-french-concession-walking-guide/",1,1,0,1,1
"2026-03-24","/",1,1,0,1,1
"2026-03-24","/destinations/hainan/hainan-travel-guide-yanoda-wuzhishan-hiking/",1,1,0,1,1
"2026-03-24","/tag/wechat-pay/",1,1,0,1,1
"2026-03-24","/destinations/yunnan/yunnan-mushroom-hotpot-guide-china/",2,2,0,2,2
"2026-03-24","/interests/culture-history/suzhou-gardens-guide-china-travel-tips/",1,1,0,1,1
"2026-03-24","/ressources/transport/terracotta-warriors-diy-guide-tickets-scams/",1,1,0,1,1
"2026-03-24","/destinations/sichuan/",1,1,0,1,1
"2026-03-25","/destinations/yunnan/yunnan-travel-guide-kunming-dali-lijiang/",1,1,0,1,1
"2026-03-25","/tag/alipay/",1,1,0,1,1
"2026-03-25","/tag/great-firewall/",1,1,0,1,1
"2026-03-25","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,0,1,1
"2026-03-25","/tag/wechat/",1,1,0,1,1
"2026-03-25","/interests/culture-history/",1,1,0,1,1
"2026-03-25","/ressources/apps-tech/",1,1,0,1,1
"2026-03-25","/tag/hutong-street-food/",1,1,0,1,1
"2026-03-25","/tag/didi-chuxing/",1,1,0,1,1
"2026-03-25","/destinations/beijing/",1,1,0,1,1
